-18.19,11.97,-1
-31.45,12.28,-1
304.42,39.24,1
-53.08,17.98,-1
12.76,12.95,-1
-46.25,1.68,-1
-190.41,25.98,-1
174.89,10.31,1
72.51,59.78,1
-76.86,20.99,-1
-30.54,1.68,-1
23.82,7.08,1
7416.43,574.74,1
54.92,36.55,1
366.51,55.99,1
135.79,51.75,1
103.38,55.29,1
-79.72,9.65,-1
-92.96,20.99,-1
-162.37,7.99,-1
7.27,7.64,-1
-11.8,8.85,-1
-50.82,6.48,-1
17.99,2.88,1
-11053.6,880.98,-1
636.18,200.97,1
135.65,20.89,1
-13.95,11.58,-1
66.17,4.13,1
-0.95,2.78,-1
-35.34,14.48,-1
399.93,99.99,1
-8.15,4.98,-1
7.07,21.98,-1
1459.79,195.99,1
1951.3,200.97,1
51.9,40.97,1
1418.36,349.45,1
121.48,80.97,1
176.67,216.6,-1
753.61,140.81,1
75.3,22.72,1
-65.18,19.98,-1
-3755.03,1500.97,-1
28.99,20.95,1
185.32,23.99,1
-42.99,24.92,-1
-59.2,39.48,-1
108.01,38.76,1
19.86,2.47,1
-127.39,33.94,-1
22.46,8.33,1
81.71,18.97,1
-549.27,150.98,-1
-4.19,140.81,-1
52.02,22.84,1
63.83,34.76,1
8.78,2.88,1
1215.44,205.99,1
-44.07,5.4,-1
-100.51,8.46,-1
-17.75,14.98,-1
1374.95,155.99,1
-12.95,25.38,-1
-154.66,10.97,-1
-127.56,99.99,-1
282.18,193.17,1
-96.34,20.99,-1
44.54,19.99,1
2509.52,150.98,1
1166.93,370.98,1
297.11,179.99,1
65.41,6.74,1
-46.98,10.89,-1
-46.89,6.48,-1
-105.14,223.98,-1
-393.96,140.98,-1
-23.24,54.96,-1
-24.86,1.26,-1
-95.92,4.98,-1
89.56,18.99,1
520.69,46.89,1
38.23,12.98,1
-12.8,10.91,-1
-46.03,4.98,-1
-517.47,415.88,-1
4.39,65.99,-1
822.4,115.99,1
-56.12,5.02,-1
24.6,19.84,1
54.46,6.75,1
-106.4,5.74,-1
2699.67,270.97,1
1292.44,260.98,1
8793.54,387.99,1
813.83,160.98,1
5.58,3.08,1
6907.61,499.99,1
-942.5,138.14,-1
261.24,41.94,1
183.53,7.31,1
470.83,65.99,1
-29.02,7.64,-1
109.88,40.97,1
801.72,299.05,1
-328.36,291.73,-1
-112.44,30.42,-1
-539.59,415.88,-1
-27.31,19.94,-1
-32.65,3.68,-1
-12.25,11.97,-1
-21.1,29.74,-1
-235.56,95.43,-1
900.06,300.65,1
455.37,45.19,1
147.45,28.53,1
23.48,5.68,1
-328.18,15.51,-1
-282.61,5.81,-1
5.53,1.81,1
-10.25,6.68,-1
37.33,3.93,1
44.37,150.98,-1
-0.12,1.76,-1
1280.19,177.98,1
-28.34,20.24,-1
-996.67,150.98,-1
-70.97,20.99,-1
221.18,65.99,1
11.94,5.18,1
47.3,17.24,1
-17.68,2.6,-1
-30.48,14.97,-1
-131.48,60.98,-1
56.26,29.74,1
-8.47,12.21,-1
106.53,29.14,1
-44.92,11.5,-1
-35.08,15.7,-1
965.48,225.02,1
11.34,9.27,1
-32.48,6.84,-1
-173.15,4.98,-1
-119.02,32.98,-1
5353.19,500.97,1
9.47,2.61,1
73.18,7.31,1
-83.95,20.99,-1
-5.92,5.34,-1
-257.11,4.06,-1
192.33,99.99,1
1.91,11.58,-1
-22.28,3.36,-1
2808.22,699.99,1
-7.06,4.71,-1
33.5,5.84,1
-998.94,218.75,-1
-144.27,15.98,-1
-78.36,22.38,-1
51.82,12.95,1
-413.33,155.99,-1
381.17,35.99,1
218.72,99.99,1
-743.96,48.91,-1
71.56,3.78,1
-99.55,26.31,-1
-70.68,20.95,-1
98.32,55.98,1
-599.54,80.98,-1
-36.78,12.21,-1
-49.31,13.9,-1
-98.31,55.5,-1
-119.84,5.28,-1
-98.05,296.18,-1
-1.33,92.23,-1
8417.57,1270.99,1
-1975.26,122.99,-1
168,18.99,1
2113.95,218.08,1
66.97,20.24,1
6.37,2.18,1
-62.73,4.98,-1
-147.36,65.99,-1
519.25,65.99,1
149.83,50.98,1
-219.38,124.49,-1
-86.2,22.38,-1
202.87,63.94,1
-12.16,4.13,-1
-1775.83,122.99,-1
-48.88,7.1,-1
-34.09,21.38,-1
42.27,35.99,1
822.89,85.99,1
-45.1,30.73,-1
-56.06,15.7,-1
-18.25,11.5,-1
-2088.68,4.48,-1
-12.82,67.84,-1
2795.36,276.2,1
298.48,85.99,1
2155.41,200.98,1
-10.3,65.99,-1
232.44,896.99,-1
-21.85,15.01,-1
-145.78,20.97,-1
-3.96,10.01,-1
-33.69,6.68,-1
10.68,9.77,1
171.26,76.72,1
752.37,59.98,1
337.04,65.99,1
158.98,23.99,1
2969.81,162.93,1
240.41,10.94,1
393.41,40.98,1
-43.75,5.99,-1
83.84,65.99,1
-144.76,4.57,-1
155.69,10.67,1
5386.32,442.14,1
-37.39,1.74,-1
-232.99,55.99,-1
-246.3,33.98,-1
1864.66,200.99,1
-183.6,135.99,-1
1026.07,63.94,1
1765.48,140.99,1
319.1,20.99,1
162.83,39.24,1
-30.92,7.64,-1
181.53,54.74,1
103.16,6.3,1
-3.64,2.84,-1
-166.92,3.58,-1
-1.22,5.85,-1
21.62,3.29,1
20.27,10.98,1
-188.53,8.45,-1
-17.38,5.89,-1
24.06,4.91,1
63.46,15.94,1
-39.92,22.84,-1
4938.78,204.1,1
-37.06,98.31,-1
-807.89,60.98,-1
-280.28,145.45,-1
-7.26,12.28,-1
630.28,107.53,1
14.49,2.89,1
-27.53,20.98,-1
-355.94,100.8,-1
1443.35,120.98,1
-138.82,16.98,-1
27.86,12.98,1
-58.34,7.99,-1
2763.13,195.99,1
-192.92,136.98,-1
-488.31,125.99,-1
-343.47,115.99,-1
-1129.96,32.48,-1
-803.52,182.55,-1
10.51,2.88,1
6.04,2.94,1
-37.52,12.28,-1
5626.42,349.45,1
-188.58,120.97,-1
204.74,21.98,1
-90.14,15.99,-1
-6.53,2.78,-1
7.34,6.47,1
19.68,3.93,1
828.27,136.98,1
56.44,4.13,1
-243.24,5.81,-1
-53.62,9.65,-1
-213.32,58.14,-1
1411.03,110.99,1
258.01,279.81,-1
328,78.65,1
299.59,35.44,1
-85.91,11.66,-1
-6.38,10.48,-1
-61.59,6.28,-1
115.54,22.98,1
-165.6,300.98,-1
542.16,155.06,1
-204.65,55.94,-1
16.65,5.28,1
39.29,7.59,1
-104.96,5.98,-1
-5572.39,2550.14,-1
171.82,55.48,1
-71.03,28.99,-1
101.13,4.91,1
-202.58,259.71,-1
584.15,59.78,1
85.81,4.13,1
-8.42,30.98,-1
-56.45,7.38,-1
257.32,26.38,1
-119.62,2.16,-1
278.12,50.98,1
-4.43,2.08,-1
-206.46,6.48,-1
-76.11,64.98,-1
268.32,19.23,1
673.77,300.98,1
2608.72,500.98,1
171.59,45.19,1
-41.87,11.97,-1
32.87,4.55,1
19.2,28.48,-1
-93.93,4.14,-1
21.92,12.53,1
7.45,5.85,1
-945.56,280.98,-1
2109.21,177.98,1
11.46,50.98,-1
367.12,48.04,1
37.73,2.61,1
-110.93,15.99,-1
-196.06,8.04,-1
-52.92,2.23,-1
89.45,12.95,1
4.15,115.99,-1
324.93,65.99,1
20.21,15.98,1
-120.45,140.85,-1
28.71,4.28,1
112.36,56.96,1
-232.24,279.48,-1
2665.4,165.98,1
21.42,3.08,1
1467.82,128.24,1
44.1,10.98,1
191.29,29.89,1
-580.32,40.48,-1
458.98,35.99,1
-86.68,180.98,-1
-382.38,150.98,-1
-149.09,3.81,-1
-68.98,11.5,-1
-14.31,22.99,-1
-162.24,11.66,-1
-175.13,12.88,-1
-27.26,15.28,-1
3030.16,300.98,1
354.96,65.99,1
112.35,4.91,1
-19.32,27.75,-1
569.57,110.98,1
-119.66,2.18,-1
-690.21,699.99,-1
424.14,110.99,1
26.09,3.38,1
119.64,8.74,1
-4.61,2.78,-1
-49.6,4.14,-1
-77.18,6.48,-1
-50.88,3.28,-1
186.64,9.78,1
-66.35,3.28,-1
82.59,12.95,1
-17.37,24.92,-1
1166.4,83.1,1
-1396.22,90.98,-1
-21.41,6.48,-1
167.37,39.99,1
636.2,300.98,1
-1163.21,20.98,-1
-193.48,5.98,-1
-34.98,5.28,-1
26.27,18.97,1
-11.4,65.99,-1
-115.54,4.82,-1
176.87,125.99,1
-103.65,5.78,-1
-443.78,140.98,-1
-1086.43,122.99,-1
64.01,5.43,1
425.08,28.48,1
2437.17,363.25,1
12.58,2.88,1
-3.68,49.99,-1
-19.33,19.99,-1
54.9,40.98,1
20.08,10.64,1
5.81,2.78,1
-43.36,5.98,-1
270.69,23.99,1
-296.37,65.99,-1
-1011.32,499.99,-1
-144.43,100.98,-1
122.41,51.65,1
391.6,28.53,1
26.94,99.99,-1
-27.34,21.38,-1
715.18,348.21,1
-678.63,60.98,-1
40.32,290.98,-1
-77.89,30.98,-1
161.13,10.06,1
122.21,14.2,1
82.04,65.99,1
-79.35,5.98,-1
751.38,65.99,1
-704.66,549.99,-1
-564.74,68.81,-1
-57.99,5.18,-1
580.15,420.98,1
330.63,29.18,1
13.84,6.68,1
3506.24,225.04,1
4.34,2.84,1
-1048.25,31.76,-1
-31.83,6.28,-1
439.77,39.48,1
12,3.7,1
-48.2,11.29,-1
2342.21,195.99,1
170.08,172.99,-1
73.19,30.98,1
80.92,19.98,1
575.33,125.99,1
1151.69,238.4,1
983.55,199.99,1
78.96,5.68,1
35.09,19.98,1
415.55,90.97,1
0.78,1.48,-1
433.63,180.98,1
650.56,60.22,1
340.88,199.99,1
-7.39,12.22,-1
5.66,5.98,-1
42.34,5.84,1
-99.76,4.91,-1
-3061.82,3499.99,-1
-0.01,5.84,-1
-1430.45,550.98,-1
523.43,45.19,1
-19.44,45.99,-1
-82.83,8.12,-1
25.04,51.65,-1
-7.51,6.68,-1
930.99,175.99,1
-234.79,499.99,-1
-10.74,22.23,-1
26.66,4.84,1
-30.72,20.15,-1
-62.43,6.48,-1
-269.91,3.52,-1
469.28,67.28,1
7.15,2.89,1
126.03,41.32,1
29.62,8.95,1
-22.12,13.79,-1
250.47,100.98,1
-94.79,6.48,-1
51.3,100.98,-1
-734.33,599.99,-1
-13.27,2.6,-1
274.9,20.98,1
-141.76,3.48,-1
-20.27,3.69,-1
-123.87,4.28,-1
3049.45,420.98,1
221.81,26.48,1
26.11,5.68,1
-8.08,15.01,-1
-326.97,40.48,-1
-6.68,12.28,-1
-5.53,8.85,-1
-157.63,110.98,-1
1037.55,104.85,1
133.3,50.98,1
68.44,14.58,1
256.66,45.98,1
11.55,19.98,-1
-168.95,10.97,-1
32.19,10.98,1
30.48,14.27,1
-54.58,9.49,-1
1061.61,216.6,1
326.43,22.23,1
557.6,55.99,1
475.26,29.89,1
-6.71,8.34,-1
-189.35,124.49,-1
267.64,19.98,1
-124.25,8.75,-1
-8.38,5.85,-1
15.27,3.8,1
57.31,7.98,1
-575.35,417.4,-1
-22.45,7.28,-1
-125.36,5.53,-1
-9.45,10.68,-1
631.99,110.98,1
1581.93,105.98,1
-120.08,6.68,-1
58.08,46.89,1
695.06,125.99,1
630.7,195.99,1
279.74,15.74,1
2549.4,195.99,1
-45.82,24.92,-1
-172.48,270.97,-1
30.63,12.28,1
501.51,442.14,1
-88.75,70.98,-1
905.57,210.55,1
-367,182.55,-1
-130.88,32.98,-1
578.14,40.98,1
-634.87,417.4,-1
-160.68,35.99,-1
-97.54,19.99,-1
-87.27,6.68,-1
85.29,85.29,-1
-39.96,4.13,-1
-4.01,40.89,-1
163.78,40.98,1
217.06,22.23,1
-253.11,14.81,-1
-1207.18,95.95,-1
1261.44,300.98,1
536.87,37.94,1
610.9,161.55,1
149.64,80.98,1
-32.42,13.99,-1
1.06,15.04,-1
-34.79,140.85,-1
-80.05,4.37,-1
-89.42,4.98,-1
-311.05,55.99,-1
481.7,65.99,1
-33.03,13.99,-1
-1195.29,20.34,-1
1380.32,155.99,1
-628.38,48.91,-1
-210.14,100.89,-1
-8.24,3.69,-1
479.95,35.99,1
65.82,30.98,1
3277.57,348.21,1
-103.27,6.48,-1
-635.65,280.98,-1
-214.39,9.99,-1
-19.68,15.01,-1
-287.28,6.84,-1
-62.84,3.14,-1
2093.7,99.23,1
-434.56,85.99,-1
1009.38,226.67,1
43.72,30.98,1
102.58,8.01,1
-67.79,4.98,-1
70.8,14.98,1
-160.46,100.98,-1
7.69,14.34,-1
717.12,83.1,1
741.27,37.94,1
-66.05,6.48,-1
60.72,9.11,1
48.99,155.99,-1
489.02,193.17,1
109.33,34.58,1
-211.13,15.7,-1
-28.46,28.48,-1
-60.39,205.99,-1
-7.61,9.27,-1
205.83,90.98,1
52.53,20.98,1
271.87,39.48,1
4.58,2.61,1
177.66,64.98,1
734.75,40.98,1
-109.1,15.14,-1
195.16,131.12,1
1196.37,200.99,1
-379.29,499.99,-1
78.86,17.78,1
-912.08,70.71,-1
-261.61,376.13,-1
14.49,4.76,1
88.72,39.48,1
17.05,4.91,1
552.97,180.98,1
-270,150.98,-1
-43.21,4.77,-1
-108.28,14.03,-1
-73.14,5.4,-1
-73.66,7.28,-1
9.59,2.88,1
-655.42,195.99,-1
-12.38,5.78,-1
-95.54,28.48,-1
-69.91,3.57,-1
2369.84,200.99,1
-457.16,195.99,-1
-517.17,52.99,-1
-429.86,100.98,-1
365.42,85.99,1
-14.1,1.26,-1
-63.72,4.98,-1
14.35,66.99,-1
-10.73,6.54,-1
3051.62,155.06,1
-7.73,2.08,-1
-187.75,160.98,-1
-33.82,11.29,-1
319.52,29.89,1
-13.95,1.68,-1
-136.2,28.28,-1
-88.61,3.89,-1
-70.04,15.31,-1
27.22,7.59,1
46.41,5.98,1
-8.02,2.08,-1
-47.12,5.98,-1
218.73,45.99,1
-183.36,3.58,-1
-129.53,100.98,-1
-72.28,5.78,-1
115.21,14.34,1
6.84,3.69,1
-18.34,4.91,-1
-27.92,12.44,-1
-164.46,65.99,-1
935.8,297.64,1
-4.49,6.75,-1
-101.25,7.1,-1
-1.88,20.95,-1
339.75,39.06,1
-57.75,3.52,-1
-47.97,15.51,-1
24.56,20.99,1
38.02,14.58,1
29.21,8.33,1
418.19,48.91,1
-191.49,6.48,-1
-21.2,18.97,-1
39.63,5.98,1
26.21,10.4,1
-43.96,27.48,-1
51.36,17.67,1
